 time                   v(n0)                 
 0.000000000000000e+00  1.195220265055110e+00 
 5.000000000000000e-13  1.195220265055110e+00 
 1.000000000000000e-12  1.195220265055110e+00 
 2.000000000000000e-12  1.195220265055109e+00 
 4.000000000000000e-12  1.195220265055105e+00 
 8.000000000000000e-12  1.195220265055091e+00 
 1.600000000000000e-11  1.195220265055047e+00 
 3.200000000000000e-11  1.195220265054929e+00 
 6.400000000000000e-11  1.195220265054654e+00 
 1.140000000000000e-10  1.195220265054226e+00 
 1.640000000000000e-10  1.195220265053821e+00 
 2.140000000000000e-10  1.195220265053435e+00 
 2.640000000000000e-10  1.195220265053067e+00 
 3.139999999999999e-10  1.195220265052718e+00 
 3.639999999999999e-10  1.195220265052385e+00 
 4.139999999999999e-10  1.195220265052068e+00 
 4.639999999999999e-10  1.195220265051767e+00 
 5.139999999999999e-10  1.195220265051481e+00 
 5.639999999999999e-10  1.195220265051208e+00 
 6.139999999999999e-10  1.195220265050949e+00 
 6.640000000000000e-10  1.195220265050702e+00 
 7.140000000000000e-10  1.195220265050467e+00 
 7.640000000000001e-10  1.195220265050244e+00 
 8.140000000000001e-10  1.195220265050031e+00 
 8.640000000000001e-10  1.195220265049829e+00 
 9.140000000000002e-10  1.195220265049637e+00 
 9.640000000000002e-10  1.195220265049454e+00 
 1.014000000000000e-09  1.195220265049280e+00 
 1.064000000000000e-09  1.195220265049115e+00 
 1.114000000000000e-09  1.195220265048957e+00 
 1.164000000000000e-09  1.195220265048807e+00 
 1.214000000000000e-09  1.195220265048664e+00 
 1.264000000000000e-09  1.195220265048529e+00 
 1.314000000000000e-09  1.195220265048400e+00 
 1.364000000000000e-09  1.195220265048277e+00 
 1.414000000000000e-09  1.195220265048160e+00 
 1.464000000000001e-09  1.195220265048049e+00 
 1.514000000000001e-09  1.195220265047943e+00 
 1.564000000000001e-09  1.195220265047842e+00 
 1.614000000000001e-09  1.195220265047746e+00 
 1.664000000000001e-09  1.195220265047655e+00 
 1.714000000000001e-09  1.195220265047568e+00 
 1.764000000000001e-09  1.195220265047486e+00 
 1.814000000000001e-09  1.195220265047408e+00 
 1.864000000000001e-09  1.195220265047334e+00 
 1.914000000000001e-09  1.195220265047263e+00 
 1.964000000000001e-09  1.195220265047195e+00 
 2.014000000000001e-09  1.195220265047131e+00 
 2.064000000000001e-09  1.195220265047070e+00 
 2.114000000000001e-09  1.195220265047012e+00 
 2.164000000000001e-09  1.195220265046957e+00 
 2.214000000000001e-09  1.195220265046904e+00 
 2.264000000000001e-09  1.195220265046853e+00 
 2.314000000000001e-09  1.195220265046806e+00 
 2.364000000000001e-09  1.195220265046760e+00 
 2.414000000000001e-09  1.195220265046717e+00 
 2.464000000000001e-09  1.195220265046676e+00 
 2.514000000000001e-09  1.195220265046637e+00 
 2.564000000000001e-09  1.195220265046600e+00 
 2.614000000000001e-09  1.195220265046564e+00 
 2.664000000000001e-09  1.195220265046530e+00 
 2.714000000000001e-09  1.195220265046498e+00 
 2.764000000000001e-09  1.195220265046467e+00 
 2.814000000000001e-09  1.195220265046438e+00 
 2.864000000000001e-09  1.195220265046411e+00 
 2.914000000000001e-09  1.195220265046385e+00 
 2.964000000000001e-09  1.195220265046360e+00 
 3.014000000000001e-09  1.195220265046336e+00 
 3.064000000000001e-09  1.195220265046313e+00 
 3.114000000000001e-09  1.195220265046291e+00 
 3.164000000000001e-09  1.195220265046270e+00 
 3.214000000000002e-09  1.195220265046251e+00 
 3.264000000000002e-09  1.195220265046232e+00 
 3.314000000000002e-09  1.195220265046214e+00 
 3.364000000000002e-09  1.195220265046198e+00 
 3.414000000000002e-09  1.195220265046182e+00 
 3.464000000000002e-09  1.195220265046166e+00 
 3.514000000000002e-09  1.195220265046151e+00 
 3.564000000000002e-09  1.195220265046137e+00 
 3.614000000000002e-09  1.195220265046124e+00 
 3.664000000000002e-09  1.195220265046111e+00 
 3.714000000000002e-09  1.195220265046099e+00 
 3.764000000000001e-09  1.195220265046088e+00 
 3.814000000000001e-09  1.195220265046077e+00 
 3.864000000000001e-09  1.195220265046067e+00 
 3.914000000000000e-09  1.195220265046057e+00 
 3.964000000000000e-09  1.195220265046048e+00 
 4.014000000000000e-09  1.195220265046039e+00 
 4.063999999999999e-09  1.195220265046030e+00 
 4.113999999999999e-09  1.195220265046022e+00 
 4.163999999999998e-09  1.195220265046015e+00 
 4.213999999999998e-09  1.195220265046007e+00 
 4.263999999999998e-09  1.195220265046000e+00 
 4.313999999999997e-09  1.195220265045993e+00 
 4.363999999999997e-09  1.195220265045987e+00 
 4.413999999999997e-09  1.195220265045981e+00 
 4.463999999999996e-09  1.195220265045975e+00 
 4.513999999999996e-09  1.195220265045970e+00 
 4.563999999999995e-09  1.195220265045965e+00 
 4.613999999999995e-09  1.195220265045960e+00 
 4.663999999999995e-09  1.195220265045956e+00 
 4.713999999999994e-09  1.195220265045952e+00 
 4.763999999999994e-09  1.195220265045947e+00 
 4.813999999999994e-09  1.195220265045943e+00 
 4.863999999999993e-09  1.195220265045939e+00 
 4.913999999999993e-09  1.195220265045936e+00 
 4.963999999999992e-09  1.195220265045932e+00 
 5.013999999999992e-09  1.195220265045929e+00 
 5.063999999999992e-09  1.195220265045926e+00 
 5.113999999999991e-09  1.195220265045923e+00 
 5.163999999999991e-09  1.195220265045920e+00 
 5.213999999999990e-09  1.195220265045918e+00 
 5.263999999999990e-09  1.195220265045915e+00 
 5.313999999999990e-09  1.195220265045913e+00 
 5.363999999999989e-09  1.195220265045911e+00 
 5.413999999999989e-09  1.195220265045909e+00 
 5.463999999999989e-09  1.195220265045907e+00 
 5.513999999999988e-09  1.195220265045905e+00 
 5.563999999999988e-09  1.195220265045903e+00 
 5.613999999999987e-09  1.195220265045902e+00 
 5.663999999999987e-09  1.195220265045900e+00 
 5.713999999999987e-09  1.195220265045899e+00 
 5.763999999999986e-09  1.195220265045897e+00 
 5.813999999999986e-09  1.195220265045896e+00 
 5.863999999999986e-09  1.195220265045894e+00 
 5.913999999999985e-09  1.195220265045893e+00 
 5.963999999999985e-09  1.195220265045891e+00 
 6.013999999999984e-09  1.195220265045890e+00 
 6.063999999999984e-09  1.195220265045889e+00 
 6.113999999999984e-09  1.195220265045887e+00 
 6.163999999999983e-09  1.195220265045886e+00 
