expected_sign,input_diff_mv,measured,measured_sign,outn_final_v,outp_final_v,output_diff_final_v,resolved_correct_polarity,sample_diff_after_v,sample_diff_before_v,sampled_diff_kickback_v,sense_diff_after_v,sense_diff_before_v,timed_out
-1,-0.15297058540778352,True,1,0.8235478,1.791601,0.972555,False,-0.00015299999999995872,-0.00015299999999995872,0.0,0.0031847999999999876,-0.0004287000000000596,False
1,0.15297058540778352,True,1,0.8226338,1.791671,0.973316,True,0.00015299999999995872,0.00015299999999995872,0.0,0.0025132999999999406,-0.0004494999999999916,False
