corrected_measured_sign,corrected_output_margin_pass,corrected_preamp_output_diff_v,corrected_sign_preserved,expected_sign,input_diff_mv,iso_rd_ohm,iso_tail_a,isolation_output_diff_v,isolation_to_preamp_gain_v_per_v,measured,name,ngspice_returncode,ngspice_timed_out,pre_rd_ohm,pre_tail_a,pre_w,preamp_output_diff_v,sample_diff_v,sample_to_sense_transfer_ratio,sense_diff_v,sense_to_isolation_gain_v_per_v,wiso,zero_input_preamp_output_diff_v
0,False,0.0,False,-1,-0.15297058540778352,300000.0,4e-06,0.0004833999999999117,0.0022755482001992574,True,extracted_pre300k_4ua,0,False,300000.0,2e-05,8.0,1.09999999997612e-06,-0.00015299999999995872,0.2771241830065976,-4.2399999999997995e-05,11.400943396224871,2.0,1.09999999997612e-06
0,False,0.0,False,1,0.15297058540778352,300000.0,4e-06,0.0005494999999999806,0.002001819836171354,True,extracted_pre300k_4ua,0,False,300000.0,2e-05,8.0,1.09999999997612e-06,0.00015299999999995872,0.172549019607772,-2.6399999999981993e-05,20.8143939394074,2.0,1.09999999997612e-06
