expected_sign,input_diff_mv,iso_diff_after_v,measured,measured_sign,outn_final_v,outp_final_v,output_diff_final_v,preamp_diff_after_v,resolved_correct_polarity,sample_diff_after_v,sample_diff_before_v,sampled_diff_kickback_v,sense_diff_after_v,sense_diff_before_v,timed_out
-1,-0.15297058540778352,-5.600000000050009e-06,True,1,0.8211035,1.778884,0.965089,-0.0008512999999999993,False,-0.00015299999999995872,-0.00015299999999995872,0.0,0.03833680000000006,-0.00036089999999999733,False
1,0.15297058540778352,-8.2400000000038e-05,True,1,0.821091,1.778843,0.965405,-0.0011271000000000475,True,0.00015299999999995872,0.00015299999999995872,0.0,0.03855579999999992,-0.00037840000000000096,False
