corrected_measured_sign,corrected_output_margin_pass,corrected_preamp_output_diff_v,corrected_sign_preserved,expected_sign,input_diff_mv,iso_rd_ohm,iso_tail_a,isolation_output_diff_v,isolation_to_preamp_gain_v_per_v,measured,name,ngspice_returncode,ngspice_timed_out,pre_rd_ohm,pre_tail_a,pre_w,preamp_output_diff_v,sample_diff_v,sample_to_sense_transfer_ratio,sense_diff_v,sense_to_isolation_gain_v_per_v,wiso,zero_input_preamp_output_diff_v
-1,False,-0.0004937000000000413,True,-1,-0.15297058540778352,560000.0,4e-06,7.489999999998886e-05,3.644859813084223,True,extracted_560k_pre4_4ua,0,False,100000.0,2e-05,4.0,0.0002729999999999677,-0.00015299999999995872,1.019607843137824,0.000156000000000045,0.48012820512799526,2.0,0.000766700000000009
1,False,0.0004937999999999887,True,1,0.15297058540778352,560000.0,4e-06,0.00019570000000002086,6.4409810935097775,True,extracted_560k_pre4_4ua,0,False,100000.0,2e-05,4.0,0.0012604999999999977,0.00015299999999995872,1.2026143790850432,0.00018399999999996197,1.0635869565220724,2.0,0.000766700000000009
