 time                   v(n0)                 
 0.000000000000000e+00  1.195240213320731e+00 
 2.000000000000000e-13  1.195240213320731e+00 
 4.000000000000000e-13  1.195240213320731e+00 
 8.000000000000000e-13  1.195240213320731e+00 
 1.600000000000000e-12  1.195240213320731e+00 
 3.200000000000000e-12  1.195240213320731e+00 
 6.400000000000000e-12  1.195240213320730e+00 
 1.280000000000000e-11  1.195240213320729e+00 
 2.560000000000000e-11  1.195240213320727e+00 
 4.560000000000000e-11  1.195240213320724e+00 
 6.560000000000000e-11  1.195240213320720e+00 
 8.559999999999999e-11  1.195240213320717e+00 
 1.056000000000000e-10  1.195240213320714e+00 
 1.256000000000000e-10  1.195240213320711e+00 
 1.456000000000000e-10  1.195240213320708e+00 
 1.656000000000000e-10  1.195240213320705e+00 
 1.856000000000000e-10  1.195240213320702e+00 
 2.056000000000000e-10  1.195240213320698e+00 
 2.256000000000000e-10  1.195240213320695e+00 
 2.456000000000000e-10  1.195240213320692e+00 
 2.656000000000000e-10  1.195240213320689e+00 
 2.856000000000000e-10  1.195240213320686e+00 
 3.056000000000000e-10  1.195240213320682e+00 
 3.255999999999999e-10  1.195240213320679e+00 
 3.455999999999999e-10  1.195240213320676e+00 
 3.655999999999999e-10  1.195240213320673e+00 
 3.855999999999999e-10  1.195240213320670e+00 
 4.055999999999999e-10  1.195240213320667e+00 
 4.255999999999999e-10  1.195240213320664e+00 
 4.455999999999998e-10  1.195240213320661e+00 
 4.655999999999998e-10  1.195240213320658e+00 
 4.855999999999999e-10  1.195240213320655e+00 
 5.055999999999999e-10  1.195240213320652e+00 
 5.255999999999999e-10  1.195240213320649e+00 
 5.456000000000000e-10  1.195240213320646e+00 
 5.656000000000000e-10  1.195240213320643e+00 
 5.856000000000000e-10  1.195240213320640e+00 
 6.056000000000001e-10  1.195240213320637e+00 
 6.256000000000001e-10  1.195240213320633e+00 
 6.456000000000001e-10  1.195240213320630e+00 
 6.656000000000002e-10  1.195240213320627e+00 
 6.856000000000002e-10  1.195240213320625e+00 
 7.056000000000002e-10  1.195240213320622e+00 
 7.256000000000003e-10  1.195240213320619e+00 
 7.456000000000003e-10  1.195240213320616e+00 
 7.656000000000003e-10  1.195240213320614e+00 
 7.856000000000004e-10  1.195240213320611e+00 
 8.056000000000004e-10  1.195240213320608e+00 
 8.256000000000004e-10  1.195240213320605e+00 
 8.456000000000005e-10  1.195240213320603e+00 
 8.656000000000005e-10  1.195240213320600e+00 
 8.856000000000005e-10  1.195240213320597e+00 
 9.056000000000006e-10  1.195240213320594e+00 
 9.256000000000006e-10  1.195240213320591e+00 
 9.456000000000005e-10  1.195240213320589e+00 
 9.656000000000005e-10  1.195240213320586e+00 
 9.856000000000004e-10  1.195240213320583e+00 
 1.005600000000000e-09  1.195240213320580e+00 
 1.025600000000000e-09  1.195240213320578e+00 
 1.045600000000000e-09  1.195240213320575e+00 
 1.065600000000000e-09  1.195240213320572e+00 
 1.085600000000000e-09  1.195240213320569e+00 
 1.105600000000000e-09  1.195240213320566e+00 
 1.125600000000000e-09  1.195240213320563e+00 
 1.145600000000000e-09  1.195240213320560e+00 
 1.165600000000000e-09  1.195240213320556e+00 
 1.185600000000000e-09  1.195240213320553e+00 
 1.205600000000000e-09  1.195240213320550e+00 
 1.225600000000000e-09  1.195240213320547e+00 
 1.245600000000000e-09  1.195240213320544e+00 
 1.265599999999999e-09  1.195240213320541e+00 
 1.285599999999999e-09  1.195240213320538e+00 
 1.305599999999999e-09  1.195240213320535e+00 
 1.325599999999999e-09  1.195240213320532e+00 
 1.345599999999999e-09  1.195240213320529e+00 
 1.365599999999999e-09  1.195240213320526e+00 
 1.385599999999999e-09  1.195240213320523e+00 
 1.405599999999999e-09  1.195240213320520e+00 
 1.425599999999999e-09  1.195240213320517e+00 
 1.445599999999999e-09  1.195240213320514e+00 
 1.465599999999999e-09  1.195240213320511e+00 
 1.485599999999999e-09  1.195240213320508e+00 
 1.505599999999999e-09  1.195240213320505e+00 
 1.525599999999999e-09  1.195240213320502e+00 
 1.545599999999998e-09  1.195240213320499e+00 
 1.565599999999998e-09  1.195240213320496e+00 
 1.585599999999998e-09  1.195240213320493e+00 
 1.605599999999998e-09  1.195240213320490e+00 
 1.625599999999998e-09  1.195240213320488e+00 
 1.645599999999998e-09  1.195240213320485e+00 
 1.665599999999998e-09  1.195240213320482e+00 
 1.685599999999998e-09  1.195240213320479e+00 
 1.705599999999998e-09  1.195240213320477e+00 
 1.725599999999998e-09  1.195240213320474e+00 
 1.745599999999998e-09  1.195240213320471e+00 
 1.765599999999998e-09  1.195240213320468e+00 
 1.785599999999998e-09  1.195240213320465e+00 
 1.805599999999998e-09  1.195240213320462e+00 
 1.825599999999998e-09  1.195240213320459e+00 
 1.845599999999997e-09  1.195240213320457e+00 
 1.865599999999997e-09  1.195240213320454e+00 
 1.885599999999997e-09  1.195240213320451e+00 
 1.905599999999997e-09  1.195240213320448e+00 
 1.925599999999997e-09  1.195240213320446e+00 
 1.945599999999997e-09  1.195240213320443e+00 
 1.965599999999997e-09  1.195240213320441e+00 
 1.985599999999997e-09  1.195240213320438e+00 
 2.005599999999997e-09  1.195240213320435e+00 
 2.025599999999997e-09  1.195240213320432e+00 
 2.045599999999997e-09  1.195240213320429e+00 
 2.065599999999997e-09  1.195240213320427e+00 
 2.085599999999997e-09  1.195240213320423e+00 
 2.105599999999997e-09  1.195240213320421e+00 
 2.125599999999996e-09  1.195240213320418e+00 
 2.145599999999996e-09  1.195240213320415e+00 
 2.165599999999996e-09  1.195240213320412e+00 
 2.185599999999996e-09  1.195240213320409e+00 
 2.205599999999996e-09  1.195240213320406e+00 
 2.225599999999996e-09  1.195240213320403e+00 
 2.245599999999996e-09  1.195240213320401e+00 
 2.265599999999996e-09  1.195240213320398e+00 
 2.285599999999996e-09  1.195240213320395e+00 
 2.305599999999996e-09  1.195240213320392e+00 
 2.325599999999996e-09  1.195240213320389e+00 
 2.345599999999996e-09  1.195240213320387e+00 
 2.365599999999996e-09  1.195240213320384e+00 
 2.385599999999996e-09  1.195240213320381e+00 
 2.405599999999995e-09  1.195240213320378e+00 
 2.425599999999995e-09  1.195240213320376e+00 
 2.445599999999995e-09  1.195240213320373e+00 
 2.465599999999995e-09  1.195240213320370e+00 
 2.485599999999995e-09  1.195240213320367e+00 
 2.505599999999995e-09  1.195240213320365e+00 
 2.525599999999995e-09  1.195240213320362e+00 
 2.545599999999995e-09  1.195240213320359e+00 
 2.565599999999995e-09  1.195240213320356e+00 
 2.585599999999995e-09  1.195240213320353e+00 
 2.605599999999995e-09  1.195240213320351e+00 
 2.625599999999995e-09  1.195240213320348e+00 
 2.645599999999995e-09  1.195240213320346e+00 
 2.665599999999995e-09  1.195240213320343e+00 
 2.685599999999995e-09  1.195240213320340e+00 
 2.705599999999994e-09  1.195240213320337e+00 
 2.725599999999994e-09  1.195240213320335e+00 
 2.745599999999994e-09  1.195240213320332e+00 
 2.765599999999994e-09  1.195240213320329e+00 
 2.785599999999994e-09  1.195240213320326e+00 
 2.805599999999994e-09  1.195240213320324e+00 
 2.825599999999994e-09  1.195240213320322e+00 
 2.845599999999994e-09  1.195240213320319e+00 
 2.865599999999994e-09  1.195240213320317e+00 
 2.885599999999994e-09  1.195240213320314e+00 
 2.905599999999994e-09  1.195240213320311e+00 
 2.925599999999994e-09  1.195240213320309e+00 
 2.945599999999994e-09  1.195240213320307e+00 
 2.965599999999994e-09  1.195240213320304e+00 
 2.985599999999993e-09  1.195240213320302e+00 
 3.005599999999993e-09  1.195240213320299e+00 
 3.025599999999993e-09  1.195240213320296e+00 
 3.045599999999993e-09  1.195240213320294e+00 
 3.065599999999993e-09  1.195240213320292e+00 
 3.085599999999993e-09  1.195240213320289e+00 
 3.105599999999993e-09  1.195240213320287e+00 
 3.125599999999993e-09  1.195240213320284e+00 
 3.145599999999993e-09  1.195240213320282e+00 
 3.165599999999993e-09  1.195240213320280e+00 
 3.185599999999993e-09  1.195240213320277e+00 
 3.205599999999993e-09  1.195240213320275e+00 
 3.225599999999993e-09  1.195240213320272e+00 
 3.245599999999993e-09  1.195240213320270e+00 
 3.265599999999993e-09  1.195240213320267e+00 
 3.285599999999992e-09  1.195240213320265e+00 
 3.305599999999992e-09  1.195240213320263e+00 
 3.325599999999992e-09  1.195240213320260e+00 
 3.345599999999992e-09  1.195240213320258e+00 
 3.365599999999992e-09  1.195240213320256e+00 
 3.385599999999992e-09  1.195240213320254e+00 
 3.405599999999992e-09  1.195240213320252e+00 
 3.425599999999992e-09  1.195240213320250e+00 
 3.445599999999992e-09  1.195240213320247e+00 
 3.465599999999992e-09  1.195240213320244e+00 
 3.485599999999992e-09  1.195240213320242e+00 
 3.505599999999992e-09  1.195240213320240e+00 
 3.525599999999992e-09  1.195240213320238e+00 
 3.545599999999992e-09  1.195240213320236e+00 
 3.565599999999991e-09  1.195240213320234e+00 
 3.585599999999991e-09  1.195240213320232e+00 
 3.605599999999991e-09  1.195240213320230e+00 
 3.625599999999991e-09  1.195240213320227e+00 
 3.645599999999991e-09  1.195240213320225e+00 
 3.665599999999991e-09  1.195240213320222e+00 
 3.685599999999991e-09  1.195240213320220e+00 
 3.705599999999991e-09  1.195240213320218e+00 
 3.725599999999991e-09  1.195240213320216e+00 
 3.745599999999992e-09  1.195240213320214e+00 
 3.765599999999992e-09  1.195240213320212e+00 
 3.785599999999992e-09  1.195240213320210e+00 
 3.805599999999993e-09  1.195240213320208e+00 
 3.825599999999993e-09  1.195240213320205e+00 
 3.845599999999993e-09  1.195240213320203e+00 
 3.865599999999994e-09  1.195240213320201e+00 
 3.885599999999994e-09  1.195240213320199e+00 
 3.905599999999994e-09  1.195240213320197e+00 
 3.925599999999995e-09  1.195240213320195e+00 
 3.945599999999995e-09  1.195240213320193e+00 
 3.965599999999995e-09  1.195240213320190e+00 
