 time                   v(n0)                 
 0.000000000000000e+00  9.734874817994589e-01 
 5.000000000000000e-13  9.734874817994589e-01 
 1.000000000000000e-12  9.734874817994589e-01 
 2.000000000000000e-12  9.734874817994589e-01 
 4.000000000000000e-12  9.734874817994587e-01 
 8.000000000000000e-12  9.734874817994584e-01 
 1.600000000000000e-11  9.734874817994590e-01 
 3.200000000000000e-11  9.734874817994597e-01 
 6.400000000000000e-11  9.734874817994599e-01 
 1.140000000000000e-10  9.734874817994593e-01 
 1.640000000000000e-10  9.734874817994588e-01 
 2.140000000000000e-10  9.734874817994581e-01 
 2.640000000000000e-10  9.734874817994575e-01 
 3.139999999999999e-10  9.734874817994569e-01 
 3.639999999999999e-10  9.734874817994563e-01 
 4.139999999999999e-10  9.734874817994557e-01 
 4.639999999999999e-10  9.734874817994551e-01 
 5.139999999999999e-10  9.734874817994544e-01 
 5.639999999999999e-10  9.734874817994540e-01 
 6.139999999999999e-10  9.734874817994535e-01 
 6.640000000000000e-10  9.734874817994531e-01 
 7.140000000000000e-10  9.734874817994525e-01 
 7.640000000000001e-10  9.734874817994522e-01 
 8.140000000000001e-10  9.734874817994517e-01 
 8.640000000000001e-10  9.734874817994510e-01 
 9.140000000000002e-10  9.734874817994504e-01 
 9.640000000000002e-10  9.734874817994498e-01 
 1.014000000000000e-09  9.734874817994493e-01 
 1.064000000000000e-09  9.734874817994491e-01 
 1.114000000000000e-09  9.734874817994488e-01 
 1.164000000000000e-09  9.734874817994482e-01 
 1.214000000000000e-09  9.734874817994478e-01 
 1.264000000000000e-09  9.734874817994473e-01 
 1.314000000000000e-09  9.734874817994469e-01 
 1.364000000000000e-09  9.734874817994467e-01 
 1.414000000000000e-09  9.734874817994463e-01 
 1.464000000000001e-09  9.734874817994458e-01 
 1.514000000000001e-09  9.734874817994453e-01 
 1.564000000000001e-09  9.734874817994450e-01 
 1.614000000000001e-09  9.734874817994444e-01 
 1.664000000000001e-09  9.734874817994442e-01 
 1.714000000000001e-09  9.734874817994436e-01 
 1.764000000000001e-09  9.734874817994431e-01 
 1.814000000000001e-09  9.734874817994427e-01 
 1.864000000000001e-09  9.734874817994422e-01 
 1.914000000000001e-09  9.734874817994420e-01 
 1.964000000000001e-09  9.734874817994413e-01 
 2.014000000000001e-09  9.734874817994408e-01 
 2.064000000000001e-09  9.734874817994401e-01 
 2.114000000000001e-09  9.734874817994396e-01 
 2.164000000000001e-09  9.734874817994391e-01 
 2.214000000000001e-09  9.734874817994388e-01 
 2.264000000000001e-09  9.734874817994386e-01 
 2.314000000000001e-09  9.734874817994380e-01 
 2.364000000000001e-09  9.734874817994377e-01 
 2.414000000000001e-09  9.734874817994372e-01 
