 time                   v(decision_p)          v(decision_n)          v(row_drive)           v(sar_comparator_input)
 3.049100000000044e-07  1.798426022383839e+00  1.798425752976088e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.049300000000045e-07  1.798427727347896e+00  1.798427460284175e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.049500000000045e-07  1.798429428835153e+00  1.798429164095111e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.049700000000045e-07  1.798431126855896e+00  1.798430864419357e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.049900000000045e-07  1.798432821420375e+00  1.798432561267333e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.050100000000046e-07  1.798434512538799e+00  1.798434254649419e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.050300000000046e-07  1.798436200221337e+00  1.798435944575957e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.050500000000046e-07  1.798437884478121e+00  1.798437631057245e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.050700000000046e-07  1.798439565319243e+00  1.798439314103542e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.050900000000046e-07  1.798441242754756e+00  1.798440993725064e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.051100000000047e-07  1.798442916794674e+00  1.798442669931993e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.051300000000047e-07  1.798444587448973e+00  1.798444342734467e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.051500000000047e-07  1.798446254727593e+00  1.798446012142589e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.051700000000047e-07  1.798447918640434e+00  1.798447678166417e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.051900000000048e-07  1.798449579197357e+00  1.798449340815974e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.052100000000048e-07  1.798451236408187e+00  1.798451000101241e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.052300000000048e-07  1.798452890282713e+00  1.798452656032165e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.052500000000048e-07  1.798454540830684e+00  1.798454308618648e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.052700000000049e-07  1.798456188061813e+00  1.798455957870560e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.052900000000049e-07  1.798457831985778e+00  1.798457603797730e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.053100000000049e-07  1.798459472612217e+00  1.798459246409949e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.053300000000049e-07  1.798461109950732e+00  1.798460885716969e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.053500000000049e-07  1.798462744010891e+00  1.798462521728506e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.053700000000050e-07  1.798464374802224e+00  1.798464154454238e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.053900000000050e-07  1.798466002334226e+00  1.798465783903808e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.054100000000050e-07  1.798467626616354e+00  1.798467410086818e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.054300000000050e-07  1.798469247658031e+00  1.798469033012835e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.054500000000051e-07  1.798470865468645e+00  1.798470652691391e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.054700000000051e-07  1.798472480057547e+00  1.798472269131978e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.054900000000051e-07  1.798474091434054e+00  1.798473882344054e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.055100000000051e-07  1.798475699607446e+00  1.798475492337039e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.055300000000051e-07  1.798477304586970e+00  1.798477099120319e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.055500000000052e-07  1.798478906381840e+00  1.798478702703243e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.055700000000052e-07  1.798480505001231e+00  1.798480303095125e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.055900000000052e-07  1.798482100454286e+00  1.798481900305242e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.056100000000052e-07  1.798483692750114e+00  1.798483494342836e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.056300000000053e-07  1.798485281897790e+00  1.798485085217116e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.056500000000053e-07  1.798486867906355e+00  1.798486672937252e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.056700000000053e-07  1.798488450784814e+00  1.798488257512384e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.056900000000053e-07  1.798490030542142e+00  1.798489838951611e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.057100000000053e-07  1.798491607187278e+00  1.798491417264004e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.057300000000054e-07  1.798493180729130e+00  1.798492992458595e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.057500000000054e-07  1.798494751176570e+00  1.798494564544384e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.057700000000054e-07  1.798496318538439e+00  1.798496133530336e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.057900000000054e-07  1.798497882823542e+00  1.798497699425385e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.058100000000055e-07  1.798499444040656e+00  1.798499262238423e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.058300000000055e-07  1.798501002198523e+00  1.798500821978319e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.058500000000055e-07  1.798502557305852e+00  1.798502378653902e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.058700000000055e-07  1.798504109371320e+00  1.798503932273967e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.058900000000056e-07  1.798505658403574e+00  1.798505482847281e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.059100000000056e-07  1.798507204411226e+00  1.798507030382575e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.059300000000056e-07  1.798508747402858e+00  1.798508574888545e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.059500000000056e-07  1.798510287387021e+00  1.798510116373859e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.059700000000056e-07  1.798511824372232e+00  1.798511654847148e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.059900000000057e-07  1.798513358366978e+00  1.798513190317016e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.060100000000057e-07  1.798514889379715e+00  1.798514722792028e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.060300000000057e-07  1.798516417418867e+00  1.798516252280723e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.060500000000057e-07  1.798517942492828e+00  1.798517778791603e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.060700000000058e-07  1.798519464609961e+00  1.798519302333144e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.060900000000058e-07  1.798520983778598e+00  1.798520822913784e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.061100000000058e-07  1.798522500007040e+00  1.798522340541933e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.061300000000058e-07  1.798524013303559e+00  1.798523855225969e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.061500000000058e-07  1.798525523676396e+00  1.798525366974241e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.061700000000059e-07  1.798527031133760e+00  1.798526875795062e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.061900000000059e-07  1.798528535683835e+00  1.798528381696719e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.062100000000059e-07  1.798530037334768e+00  1.798529884687466e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.062300000000059e-07  1.798531536094683e+00  1.798531384775526e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.062500000000060e-07  1.798533031971670e+00  1.798532881969093e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.062700000000060e-07  1.798534524973792e+00  1.798534376276328e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.062900000000060e-07  1.798536015109079e+00  1.798535867705365e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.063100000000060e-07  1.798537502385537e+00  1.798537356264306e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.063300000000061e-07  1.798538986811141e+00  1.798538841961223e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.063500000000061e-07  1.798540468393833e+00  1.798540324804161e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.063700000000061e-07  1.798541947141534e+00  1.798541804801129e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.063900000000061e-07  1.798543423062130e+00  1.798543281960114e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.064100000000061e-07  1.798544896163480e+00  1.798544756289068e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.064300000000062e-07  1.798546366453413e+00  1.798546227795917e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.064500000000062e-07  1.798547833939734e+00  1.798547696488556e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.064700000000062e-07  1.798549298630217e+00  1.798549162374852e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.064900000000062e-07  1.798550760532608e+00  1.798550625462643e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.065100000000063e-07  1.798552219654625e+00  1.798552085759737e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.065300000000063e-07  1.798553676003959e+00  1.798553543273916e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.065500000000063e-07  1.798555129588273e+00  1.798554998012932e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.065700000000063e-07  1.798556580415202e+00  1.798556449984508e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.065900000000063e-07  1.798558028492354e+00  1.798557899196339e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.066100000000064e-07  1.798559473827309e+00  1.798559345656092e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.066300000000064e-07  1.798560916427620e+00  1.798560789371408e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.066500000000064e-07  1.798562356300815e+00  1.798562230349898e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.066700000000064e-07  1.798563793454393e+00  1.798563668599146e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.066900000000065e-07  1.798565227895823e+00  1.798565104126707e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.067100000000065e-07  1.798566659632553e+00  1.798566536940112e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.067300000000065e-07  1.798568088672003e+00  1.798567967046860e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.067500000000065e-07  1.798569515021564e+00  1.798569394454428e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.067700000000066e-07  1.798570938688603e+00  1.798570819170260e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.067900000000066e-07  1.798572359680459e+00  1.798572241201777e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.068100000000066e-07  1.798573778004448e+00  1.798573660556375e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.068300000000066e-07  1.798575193667854e+00  1.798575077241417e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.068500000000066e-07  1.798576606677943e+00  1.798576491264244e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.068700000000067e-07  1.798578017041948e+00  1.798577902632170e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.068900000000067e-07  1.798579424767079e+00  1.798579311352481e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.069100000000067e-07  1.798580829860521e+00  1.798580717432439e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.069300000000067e-07  1.798582232329434e+00  1.798582120879278e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.069500000000068e-07  1.798583632180951e+00  1.798583521700206e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.069700000000068e-07  1.798585029422181e+00  1.798584919902407e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.069900000000068e-07  1.798586424060207e+00  1.798586315493038e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.070100000000068e-07  1.798587816102086e+00  1.798587708479228e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.070300000000068e-07  1.798589205554854e+00  1.798589098868086e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.070500000000069e-07  1.798590592425518e+00  1.798590486666690e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.070700000000069e-07  1.798591976721061e+00  1.798591871882096e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.070900000000069e-07  1.798593358448445e+00  1.798593254521333e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.071100000000069e-07  1.798594737614603e+00  1.798594634591406e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.071300000000070e-07  1.798596114226445e+00  1.798596012099294e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.071500000000070e-07  1.798597488290858e+00  1.798597387051952e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.071700000000070e-07  1.798598859814703e+00  1.798598759456310e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.071900000000070e-07  1.798600228804819e+00  1.798600129319272e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.072100000000071e-07  1.798601595268017e+00  1.798601496647718e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.072300000000071e-07  1.798602959211091e+00  1.798602861448507e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.072500000000071e-07  1.798604320640805e+00  1.798604223728469e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.072700000000071e-07  1.798605679563901e+00  1.798605583494411e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.072900000000071e-07  1.798607035987097e+00  1.798606940753118e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.073100000000072e-07  1.798608389917090e+00  1.798608295511349e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.073300000000072e-07  1.798609741360552e+00  1.798609647775838e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.073500000000072e-07  1.798611090324131e+00  1.798610997553297e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.073700000000072e-07  1.798612436814454e+00  1.798612344850416e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.073900000000073e-07  1.798613780838122e+00  1.798613689673857e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.074100000000073e-07  1.798615122401715e+00  1.798615032030261e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.074300000000073e-07  1.798616461511791e+00  1.798616371926245e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.074500000000073e-07  1.798617798174882e+00  1.798617709368406e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.074700000000073e-07  1.798619132397500e+00  1.798619044363312e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.074900000000074e-07  1.798620464186134e+00  1.798620376917511e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.075100000000074e-07  1.798621793547251e+00  1.798621707037529e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.075300000000074e-07  1.798623120487293e+00  1.798623034729867e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.075500000000074e-07  1.798624445012682e+00  1.798624360001004e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.075700000000075e-07  1.798625767129818e+00  1.798625682857396e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.075900000000075e-07  1.798627086845076e+00  1.798627003305478e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.076100000000075e-07  1.798628404164814e+00  1.798628321351660e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.076300000000075e-07  1.798629719095364e+00  1.798629637002330e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.076500000000075e-07  1.798631031643037e+00  1.798630950263856e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.076700000000076e-07  1.798632341814121e+00  1.798632261142582e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.076900000000076e-07  1.798633649614888e+00  1.798633569644828e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.077100000000076e-07  1.798634955051581e+00  1.798634875776898e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.077300000000076e-07  1.798636258130427e+00  1.798636179545068e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.077500000000077e-07  1.798637558857628e+00  1.798637480955594e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.077700000000077e-07  1.798638857239368e+00  1.798638780014712e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.077900000000077e-07  1.798640153281807e+00  1.798640076728633e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.078100000000077e-07  1.798641446991086e+00  1.798641371103551e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.078300000000078e-07  1.798642738373323e+00  1.798642663145634e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.078500000000078e-07  1.798644027434617e+00  1.798643952861030e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.078700000000078e-07  1.798645314181043e+00  1.798645240255867e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.078900000000078e-07  1.798646598618660e+00  1.798646525336252e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.079100000000078e-07  1.798647880753504e+00  1.798647808108270e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.079300000000079e-07  1.798649160591588e+00  1.798649088577984e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.079500000000079e-07  1.798650438138909e+00  1.798650366751438e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.079700000000079e-07  1.798651713401441e+00  1.798651642634654e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.079900000000079e-07  1.798652986385137e+00  1.798652916233632e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080000000000001e-07  1.798653622023856e+00  1.798653552177978e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080020000000001e-07  1.816420575163762e+00  1.816420503408374e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080060000000001e-07  1.850231742316203e+00  1.850231671166239e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080137563187923e-07  1.894997914971261e+00  1.894997841524739e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080200000000001e-07  1.904553242469921e+00  1.904553167252008e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080210698119531e-07  1.904307827933513e+00  1.904307752512529e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080232094358590e-07  1.904186220307328e+00  1.904186144480542e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080274886836709e-07  1.904036067066422e+00  1.904035990414132e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080360471792947e-07  1.903716443510955e+00  1.903716365171384e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080531641705422e-07  1.903080426202600e+00  1.903080344437524e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080731641705423e-07  1.902350285050531e+00  1.902350199183836e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.080931641705423e-07  1.901633553684616e+00  1.901633463879290e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.081131641705423e-07  1.900929766230711e+00  1.900929672504166e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.081331641705423e-07  1.900238505193613e+00  1.900238407553404e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.081531641705424e-07  1.899559373035035e+00  1.899559271483662e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.081731641705424e-07  1.898891989176885e+00  1.898891883714249e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.081931641705424e-07  1.898235988900230e+00  1.898235879525466e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082000000000000e-07  1.898014345963663e+00  1.898014235251568e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082014166319979e-07  1.903103453461069e+00  1.903103342127962e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082042498959935e-07  1.916209123400052e+00  1.916209001448830e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082091183794989e-07  1.925413203682765e+00  1.925413268690326e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082156588520639e-07  1.835437688859973e+00  1.835437764794358e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082200000000000e-07  1.730046882558569e+00  1.730046202804381e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082209533539096e-07  1.714658521275732e+00  1.714657359888683e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082228600617288e-07  1.685193192913125e+00  1.685190723207957e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082264495450257e-07  1.639207678935541e+00  1.639203120536896e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082336285116195e-07  1.573982356963243e+00  1.573979456253589e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082479864448070e-07  1.496764866316162e+00  1.496773878872810e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082674341127045e-07  1.439017369847750e+00  1.439051030067732e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.082874341127045e-07  1.400459260272693e+00  1.400534450481164e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083074341127046e-07  1.367179765291656e+00  1.367314597055455e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083200000000001e-07  1.346306727970970e+00  1.346486699688094e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083220000000001e-07  1.364383895985227e+00  1.364574620133678e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083260000000001e-07  1.377211144550087e+00  1.377456120511778e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083312794141989e-07  1.354982457460681e+00  1.355297896848552e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083362030234864e-07  1.337132944463066e+00  1.337463899258979e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083400000000001e-07  1.324138535626471e+00  1.324471668651996e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083405446814023e-07  1.324158519707664e+00  1.324491582185128e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083416340442068e-07  1.324118191391709e+00  1.324451143723154e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083438127698159e-07  1.324173590060981e+00  1.324506355098544e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083473076743049e-07  1.324302495742597e+00  1.324634898215648e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083542974832829e-07  1.324548327251208e+00  1.324879914177920e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083682771012390e-07  1.324975543270674e+00  1.325306074625249e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.083882771012390e-07  1.325283789659881e+00  1.325614600928995e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084000000000000e-07  1.325303492746865e+00  1.325635062784463e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084020000000000e-07  1.325252025659887e+00  1.325584167727701e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084060000000000e-07  1.325198150189701e+00  1.325531615981531e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084121438076148e-07  1.324549006332607e+00  1.324885804763710e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084189312057620e-07  1.322993426150579e+00  1.323331062019204e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084200000000001e-07  1.322780828407331e+00  1.323118509676801e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084207624265904e-07  1.322922462468987e+00  1.323260160452834e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084222872797710e-07  1.322716021033409e+00  1.323053701165342e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084240444330457e-07  1.322437393738507e+00  1.322775037281144e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084275587395951e-07  1.321873388588079e+00  1.322210934102155e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084345873526939e-07  1.320656831766888e+00  1.320993911363076e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084486445788915e-07  1.317904079742131e+00  1.318238531262885e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084686445788915e-07  1.312732213676449e+00  1.313056938060657e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.084886445788915e-07  1.305286165275084e+00  1.305599317082569e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.085086445788915e-07  1.295709805532038e+00  1.296019441228634e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.085286445788916e-07  1.283459485677429e+00  1.283775506511849e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.085486445788916e-07  1.267715957508330e+00  1.268046224296199e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.085686445788916e-07  1.248357161239182e+00  1.248707735094418e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.085886445788916e-07  1.225972080344707e+00  1.226347860171858e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.086086445788917e-07  1.201449235684765e+00  1.201854340177582e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.086286445788917e-07  1.175753093855777e+00  1.176191096017078e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.086486445788917e-07  1.149737315446818e+00  1.150211381658879e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.086686445788917e-07  1.124069526984438e+00  1.124582507586334e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.086886445788917e-07  1.099222285705188e+00  1.099776779435977e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.087086445788918e-07  1.075501221878000e+00  1.076099630732873e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.087286445788918e-07  1.053077096946541e+00  1.053721668398104e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.087486445788918e-07  1.032022869440984e+00  1.032715731696536e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.087686445788918e-07  1.012344396036461e+00  1.013087586705008e+00  8.999235147073000e-01  9.000764852927000e-01 
 3.087886445788919e-07  9.940041084766570e-01  9.947995973943494e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.088086445788919e-07  9.769383134746391e-01  9.777880207150930e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.088286445788919e-07  9.610692936995620e-01  9.619751038734362e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.088486445788919e-07  9.463134446114783e-01  9.472772184448881e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.088686445788920e-07  9.325865265295403e-01  9.336101104862541e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.088886445788920e-07  9.198068907818020e-01  9.208921252601344e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.089086445788920e-07  9.078973247374624e-01  9.090460510911555e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.089286445788920e-07  8.967859803416296e-01  8.980000470392844e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.089486445788920e-07  8.864067151184243e-01  8.876879829843491e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.089686445788921e-07  8.766990668440915e-01  8.780494135404654e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.089886445788921e-07  8.676080137367540e-01  8.690293375473602e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.090086445788921e-07  8.590836188727741e-01  8.605778418805036e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.090286445788921e-07  8.510806224105839e-01  8.526496931749009e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.090486445788922e-07  8.435580230992624e-01  8.452039185953100e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.090686445788922e-07  8.364786635516777e-01  8.382033917819068e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.090886445788922e-07  8.298088497700559e-01  8.316144514206404e-01  8.999235147073000e-01  9.000764852927000e-01 
 3.091086445788922e-07  8.235179956894244e-01  8.254065458026842e-01  8.999235147073000e-01  9.000764852927000e-01 
